image_t1,image_t2,label,class_t1,class_t2
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_83.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_89.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_18.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_43.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Forest\Forest_69.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Pasture\Pasture_69.jpg,1,Forest,Pasture
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_81.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_66.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Pasture\Pasture_79.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Forest\Forest_79.jpg,1,Pasture,Forest
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Forest\Forest_46.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_46.jpg,1,Forest,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Pasture\Pasture_81.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_81.jpg,1,Pasture,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_4.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_30.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Forest\Forest_95.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\PermanentCrop\PermanentCrop_95.jpg,1,Forest,PermanentCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_100.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_9.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Highway\Highway_46.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_46.jpg,1,Highway,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\HerbaceousVegetation\HerbaceousVegetation_50.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Residential\Residential_50.jpg,1,HerbaceousVegetation,Residential
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Forest\Forest_77.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\SeaLake\SeaLake_77.jpg,1,Forest,SeaLake
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_18.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_93.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Residential\Residential_26.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Pasture\Pasture_26.jpg,1,Residential,Pasture
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\HerbaceousVegetation\HerbaceousVegetation_74.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_74.jpg,1,HerbaceousVegetation,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\PermanentCrop\PermanentCrop_63.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\SeaLake\SeaLake_63.jpg,1,PermanentCrop,SeaLake
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_98.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_84.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\SeaLake\SeaLake_69.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Residential\Residential_69.jpg,1,SeaLake,Residential
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_86.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_71.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_37.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_39.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Industrial\Industrial_66.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Forest\Forest_66.jpg,1,Industrial,Forest
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_47.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_78.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Highway\Highway_58.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Industrial\Industrial_58.jpg,1,Highway,Industrial
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Industrial\Industrial_66.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_66.jpg,1,Industrial,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_11.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_48.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Residential\Residential_17.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_17.jpg,1,Residential,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_51.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_22.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\HerbaceousVegetation\HerbaceousVegetation_11.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\PermanentCrop\PermanentCrop_11.jpg,1,HerbaceousVegetation,PermanentCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_98.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_100.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Pasture\Pasture_61.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\SeaLake\SeaLake_61.jpg,1,Pasture,SeaLake
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_12.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Pasture\Pasture_12.jpg,1,AnnualCrop,Pasture
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Highway\Highway_26.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Forest\Forest_26.jpg,1,Highway,Forest
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_82.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_97.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_3.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_87.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\HerbaceousVegetation\HerbaceousVegetation_34.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\SeaLake\SeaLake_34.jpg,1,HerbaceousVegetation,SeaLake
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_94.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_59.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_90.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_79.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_20.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_21.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_31.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_83.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\HerbaceousVegetation\HerbaceousVegetation_46.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\SeaLake\SeaLake_46.jpg,1,HerbaceousVegetation,SeaLake
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_44.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_59.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_7.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_13.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_15.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_40.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_41.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_9.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_98.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_92.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_40.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_78.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_26.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_10.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Forest\Forest_74.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Highway\Highway_74.jpg,1,Forest,Highway
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_26.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_47.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_90.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_18.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Residential\Residential_3.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_3.jpg,1,Residential,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_27.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\SeaLake\SeaLake_27.jpg,1,AnnualCrop,SeaLake
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Residential\Residential_98.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\Industrial\Industrial_98.jpg,1,Residential,Industrial
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_13.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_77.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_45.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_93.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_11.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_93.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_4.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_56.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_19.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_92.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_24.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_51.jpg,0,AnnualCrop,AnnualCrop
C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_75.jpg,C:\Users\Vikas\Desktop\Celebal CEI Asignments\Main_Project_Vikas_Yadav_Satellite Image Land-Use Classifier & Temporal Change Detector\data\raw\EuroSAT\2750\AnnualCrop\AnnualCrop_92.jpg,0,AnnualCrop,AnnualCrop
